video_name,frame_idx,active_side,elbow_angle,hip_angle,knee_angle,hip_deviation,label,error_type
Copy of push up 136.mp4,24,right,69.04,157.16,138.91,-0.0112,1,benar
Copy of push up 136.mp4,25,right,71.52,156.87,137.68,-0.0114,1,benar
Copy of push up 136.mp4,26,right,76.08,157.22,136.14,-0.009,1,benar
Copy of push up 136.mp4,27,right,84.56,157.75,140.82,-0.0129,1,benar
Copy of push up 136.mp4,28,right,95.28,161.25,144.32,-0.0082,1,benar
Copy of push up 136.mp4,29,right,106.8,161.53,140.58,-0.0052,1,benar
Copy of push up 136.mp4,30,right,113.95,165.71,146.98,-0.0006,1,benar
Copy of push up 136.mp4,31,right,121.64,164.97,143.36,0.0003,1,benar
Copy of push up 136.mp4,32,right,127.02,164.6,146.42,-0.0043,1,benar
Copy of push up 136.mp4,33,right,133.99,168.39,150.96,0.0013,1,benar
Copy of push up 136.mp4,34,right,141.96,168.22,149.91,0.0016,1,benar
Copy of push up 136.mp4,35,right,147.76,171.83,153.44,0.0084,1,benar
Copy of push up 136.mp4,36,right,153.67,172.68,151.98,0.0138,1,benar
Copy of push up 136.mp4,37,right,158.34,171.66,150.09,0.0126,1,benar
Copy of push up 136.mp4,38,right,159.94,173.87,150.95,0.0192,1,benar
Copy of push up 136.mp4,39,right,158.83,174.96,153.04,0.0205,1,benar
Copy of push up 136.mp4,40,right,160.05,175.12,155.2,0.0184,1,benar
Copy of push up 136.mp4,41,right,159.89,174.74,155.33,0.0169,1,benar
Copy of push up 136.mp4,42,right,159.98,174.78,156.17,0.0156,1,benar
Copy of push up 136.mp4,43,right,160.32,175.12,156.73,0.0166,1,benar
Copy of push up 136.mp4,44,right,160.2,174.64,157.47,0.0138,1,benar
Copy of push up 136.mp4,45,right,160.08,174.84,157.23,0.015,1,benar
Copy of push up 136.mp4,46,right,160.36,174.92,157.44,0.0147,1,benar
Copy of push up 136.mp4,47,right,160.34,174.77,157.47,0.0141,1,benar
Copy of push up 136.mp4,48,right,160.26,175.08,157.69,0.0148,1,benar
Copy of push up 136.mp4,49,right,160.18,174.26,155.63,0.0153,1,benar
Copy of push up 136.mp4,50,right,160.24,174.46,156.1,0.0151,1,benar
Copy of push up 136.mp4,51,right,160.25,174.78,156.35,0.0158,1,benar
Copy of push up 136.mp4,52,right,160.28,174.67,156.15,0.016,1,benar
Copy of push up 136.mp4,53,right,160.29,174.5,155.71,0.0156,1,benar
Copy of push up 136.mp4,54,right,160.26,174.76,155.91,0.0162,1,benar
Copy of push up 136.mp4,55,right,160.1,174.24,156.18,0.0146,1,benar
Copy of push up 136.mp4,56,right,160.11,174.14,155.77,0.0148,1,benar
Copy of push up 136.mp4,57,right,160.07,174.19,155.49,0.0151,1,benar
Copy of push up 136.mp4,58,right,160.1,174.51,155.42,0.0162,1,benar
Copy of push up 136.mp4,59,right,160.14,174.0,155.37,0.0145,1,benar
Copy of push up 136.mp4,60,right,160.15,174.02,154.82,0.0151,1,benar
Copy of push up 136.mp4,61,right,160.12,173.86,155.26,0.014,1,benar
Copy of push up 136.mp4,62,right,160.15,173.92,154.68,0.0151,1,benar
Copy of push up 136.mp4,63,right,160.03,174.0,154.82,0.0152,1,benar
Copy of push up 136.mp4,64,right,160.05,173.93,154.8,0.0148,1,benar
Copy of push up 136.mp4,65,right,160.04,173.93,154.8,0.0146,1,benar
Copy of push up 136.mp4,66,right,159.97,173.81,155.11,0.0144,1,benar
Copy of push up 136.mp4,67,right,159.96,173.95,155.36,0.0143,1,benar
Copy of push up 136.mp4,68,right,159.93,174.42,155.4,0.016,1,benar
Copy of push up 136.mp4,69,right,159.87,174.1,154.41,0.0165,1,benar
Copy of push up 136.mp4,70,right,159.94,174.08,154.62,0.016,1,benar
Copy of push up 136.mp4,71,right,159.93,174.18,154.83,0.016,1,benar
Copy of push up 136.mp4,72,right,159.9,174.27,154.79,0.0161,1,benar
Copy of push up 136.mp4,73,right,159.9,174.46,154.62,0.0173,1,benar
Copy of push up 136.mp4,74,right,159.95,174.37,154.95,0.0167,1,benar
Copy of push up 136.mp4,75,right,159.98,174.49,154.58,0.0171,1,benar
Copy of push up 47.mp4,1,right,173.9,166.13,179.41,0.0502,1,benar
Copy of push up 47.mp4,2,right,173.34,165.79,177.29,0.0551,1,benar
Copy of push up 47.mp4,3,right,171.77,166.33,176.92,0.0536,1,benar
Copy of push up 47.mp4,4,right,169.04,166.38,175.54,0.0556,1,benar
Copy of push up 47.mp4,5,right,165.92,166.39,174.73,0.0566,1,benar
Copy of push up 47.mp4,6,right,162.0,164.42,175.1,0.0627,1,benar
Copy of push up 47.mp4,7,right,159.1,164.65,174.09,0.0634,1,benar
Copy of push up 47.mp4,8,right,156.21,164.04,174.87,0.0633,1,benar
Copy of push up 47.mp4,9,right,153.06,163.35,175.23,0.0641,1,benar
Copy of push up 47.mp4,10,right,148.54,162.48,174.3,0.0679,1,benar
Copy of push up 47.mp4,11,right,144.76,162.61,171.38,0.0712,1,benar
Copy of push up 47.mp4,12,right,141.28,163.49,170.62,0.0687,1,benar
Copy of push up 47.mp4,13,right,137.07,165.79,170.31,0.0607,1,benar
Copy of push up 47.mp4,14,right,131.24,164.48,171.17,0.0628,1,benar
Copy of push up 47.mp4,15,right,124.74,161.66,172.79,0.0687,1,benar
Copy of push up 47.mp4,16,right,118.22,159.57,174.88,0.0714,1,benar
Copy of push up 47.mp4,17,right,110.19,158.99,174.21,0.0732,1,benar
Copy of push up 47.mp4,18,right,102.49,160.74,173.4,0.0686,1,benar
Copy of push up 47.mp4,19,right,94.24,162.89,171.99,0.064,1,benar
Copy of push up 47.mp4,20,right,88.12,164.64,170.67,0.0599,1,benar
Copy of push up 47.mp4,21,right,81.86,164.89,171.65,0.0574,1,benar
Copy of push up 47.mp4,22,right,75.59,166.23,171.34,0.0534,1,benar
Copy of push up 47.mp4,23,right,72.3,168.75,169.43,0.0486,1,benar
Copy of push up 47.mp4,24,right,71.82,168.34,169.46,0.0496,1,benar
Copy of push up 47.mp4,25,right,68.61,170.2,168.35,0.0456,1,benar
Copy of push up 47.mp4,26,right,69.08,170.17,167.5,0.0469,1,benar
Copy of push up 47.mp4,27,right,66.62,171.22,166.88,0.0449,1,benar
Copy of push up 47.mp4,28,right,64.59,172.06,166.42,0.0431,1,benar
Copy of push up 47.mp4,29,right,65.05,171.57,166.25,0.0448,1,benar
Copy of push up 47.mp4,30,right,65.97,171.31,166.19,0.0454,1,benar
Copy of push up 47.mp4,31,right,66.24,170.56,166.72,0.0469,1,benar
Copy of push up 47.mp4,32,right,64.91,170.96,166.85,0.0455,1,benar
Copy of push up 47.mp4,33,right,65.11,170.99,166.53,0.0459,1,benar
Copy of push up 47.mp4,34,right,65.32,170.99,166.4,0.0461,1,benar
Copy of push up 47.mp4,35,right,65.64,171.0,166.55,0.0458,1,benar
Copy of push up 47.mp4,36,right,68.89,169.53,166.4,0.0506,1,benar
Copy of push up 47.mp4,37,right,73.78,167.32,166.35,0.0576,1,benar
Copy of push up 47.mp4,38,right,79.68,167.15,166.65,0.0581,1,benar
Copy of push up 47.mp4,39,right,89.66,165.8,167.29,0.0617,1,benar
Copy of push up 47.mp4,40,right,97.41,164.13,169.55,0.0638,1,benar
Copy of push up 47.mp4,41,right,104.03,163.09,172.24,0.0635,1,benar
Copy of push up 47.mp4,42,right,109.79,162.89,172.62,0.064,1,benar
Copy of push up 47.mp4,43,right,118.79,164.44,172.27,0.0601,1,benar
Copy of push up 47.mp4,44,right,123.62,167.83,171.29,0.0511,1,benar
Copy of push up 47.mp4,45,right,128.45,169.66,171.41,0.0454,1,benar
Copy of push up 47.mp4,46,right,136.78,168.39,171.0,0.0511,1,benar
Copy of push up 47.mp4,47,right,141.83,168.92,171.82,0.0486,1,benar
Copy of push up 47.mp4,48,right,147.83,166.76,173.44,0.0545,1,benar
Copy of push up 47.mp4,49,right,151.52,166.53,174.35,0.0548,1,benar
Copy of push up 47.mp4,50,right,156.05,165.54,175.86,0.0568,1,benar
Copy of push up 47.mp4,51,right,159.36,165.94,174.87,0.0579,1,benar
Copy of push up 47.mp4,52,right,166.27,167.86,174.22,0.0532,1,benar
Copy of push up 47.mp4,53,right,170.64,169.95,172.04,0.0495,1,benar
Copy of push up 47.mp4,54,right,172.95,168.58,174.79,0.0505,1,benar
Copy of push up 47.mp4,55,right,174.12,170.54,174.75,0.0431,1,benar
Copy of push up 47.mp4,56,right,174.34,169.32,175.79,0.0459,1,benar
Copy of push up 47.mp4,57,right,174.51,170.34,175.39,0.0426,1,benar
Copy of push up 47.mp4,58,right,174.03,168.88,176.27,0.0463,1,benar
Copy of push up 47.mp4,59,right,173.84,168.55,175.83,0.0486,1,benar
Copy of push up 47.mp4,60,right,174.21,169.88,175.65,0.0438,1,benar
Copy of push up 47.mp4,61,right,173.87,169.82,175.86,0.0436,1,benar
Copy of push up 47.mp4,62,right,173.94,169.23,175.95,0.0457,1,benar
Copy of push up 47.mp4,63,right,173.79,168.87,176.57,0.0459,1,benar
Copy of push up 47.mp4,64,right,174.0,169.08,176.34,0.0454,1,benar
Copy of push up 47.mp4,65,right,174.26,168.36,176.5,0.0481,1,benar
Copy of push up 47.mp4,66,right,174.18,168.91,176.0,0.0469,1,benar
Copy of push up 47.mp4,67,right,174.12,168.93,176.14,0.0465,1,benar
Copy of push up 47.mp4,68,right,174.1,168.81,176.19,0.0469,1,benar
Copy of push up 47.mp4,69,right,174.11,168.96,176.32,0.0462,1,benar
Copy of push up 47.mp4,70,right,174.17,168.83,176.57,0.0462,1,benar
Copy of push up 47.mp4,71,right,173.95,168.89,176.29,0.0465,1,benar
Copy of push up 47.mp4,72,right,174.02,169.39,175.97,0.0451,1,benar
Copy of push up 47.mp4,73,right,174.14,169.3,176.04,0.0455,1,benar
Copy of push up 47.mp4,74,right,174.01,169.34,176.05,0.0453,1,benar
Copy of push up 47.mp4,75,right,173.92,169.33,176.14,0.0452,1,benar
Copy of push up 47.mp4,76,right,173.9,169.56,176.06,0.0444,1,benar
Copy of push up 47.mp4,77,right,173.92,169.66,176.12,0.0439,1,benar
Copy of push up 47.mp4,78,right,173.95,169.69,176.45,0.0433,1,benar
Copy of push up 47.mp4,79,right,173.93,170.14,176.56,0.0413,1,benar
Copy of push up 47.mp4,80,right,173.91,170.1,176.44,0.0417,1,benar
Copy of push up 47.mp4,81,right,173.9,170.14,176.31,0.0418,1,benar
Copy of push up 47.mp4,82,right,173.89,170.01,176.39,0.0421,1,benar
Copy of push up 47.mp4,83,right,173.71,169.98,176.42,0.0422,1,benar
Copy of push up 47.mp4,84,right,173.78,169.79,176.57,0.0426,1,benar
Copy of push up 47.mp4,85,right,173.77,169.95,176.49,0.0421,1,benar
Copy of push up 47.mp4,86,right,173.9,169.93,176.53,0.0421,1,benar
Copy of push up 47.mp4,87,right,173.85,170.11,176.38,0.0417,1,benar
Copy of push up 47.mp4,88,right,173.82,170.04,176.49,0.0417,1,benar
Copy of push up 47.mp4,89,right,173.87,170.12,176.5,0.0414,1,benar
Copy of push up 47.mp4,90,right,173.9,170.37,176.37,0.0407,1,benar
Copy of push up 47.mp4,91,right,173.98,170.15,176.6,0.0412,1,benar
Copy of push up 47.mp4,92,right,174.08,169.66,176.94,0.0423,1,benar
Copy of push up 47.mp4,93,right,174.26,169.24,176.84,0.044,1,benar
Copy of push up 47.mp4,94,right,174.09,169.22,176.87,0.044,1,benar
Copy of push up 47.mp4,95,right,174.14,168.9,176.93,0.0451,1,benar
Copy of push up 4.mp4,1,right,172.42,165.12,175.52,-0.0369,1,benar
Copy of push up 4.mp4,2,right,172.35,164.99,175.7,-0.0377,1,benar
Copy of push up 4.mp4,3,right,172.21,164.86,175.56,-0.0379,1,benar
Copy of push up 4.mp4,4,right,171.94,164.58,175.56,-0.0387,1,benar
Copy of push up 4.mp4,5,right,171.71,164.12,175.59,-0.0401,1,benar
Copy of push up 4.mp4,6,right,171.17,164.16,176.05,-0.0403,1,benar
Copy of push up 4.mp4,7,right,170.21,164.28,177.02,-0.0408,1,benar
Copy of push up 4.mp4,8,right,168.38,165.08,178.08,-0.0395,1,benar
Copy of push up 4.mp4,9,right,167.27,168.08,179.5,-0.0336,1,benar
Copy of push up 4.mp4,10,right,164.85,171.44,179.15,-0.0243,1,benar
Copy of push up 4.mp4,11,right,160.77,173.19,178.41,-0.0203,1,benar
Copy of push up 4.mp4,12,right,158.07,175.72,177.19,-0.0149,1,benar
Copy of push up 4.mp4,13,right,156.02,176.67,179.47,-0.0082,1,benar
Copy of push up 4.mp4,14,right,147.0,175.07,177.76,-0.0101,1,benar
Copy of push up 4.mp4,15,right,144.62,177.73,177.83,-0.0032,1,benar
Copy of push up 4.mp4,16,right,137.29,179.54,178.42,0.0026,1,benar
Copy of push up 4.mp4,17,right,130.3,176.24,179.57,0.0099,1,benar
Copy of push up 4.mp4,18,right,115.49,175.09,179.27,0.0137,1,benar
Copy of push up 4.mp4,19,right,107.39,175.02,179.49,0.0126,1,benar
Copy of push up 4.mp4,20,right,105.38,174.96,179.48,0.0128,1,benar
Copy of push up 4.mp4,21,right,101.38,173.37,178.69,0.0158,1,benar
Copy of push up 4.mp4,22,right,96.17,173.13,177.65,0.015,1,benar
Copy of push up 4.mp4,23,right,97.55,173.01,178.3,0.0163,1,benar
Copy of push up 4.mp4,24,right,99.17,172.2,178.45,0.0186,1,benar
Copy of push up 4.mp4,25,right,98.69,172.78,178.47,0.0171,1,benar
Copy of push up 4.mp4,26,right,100.31,173.51,179.3,0.0163,1,benar
Copy of push up 4.mp4,27,right,101.82,173.77,179.38,0.0158,1,benar
Copy of push up 4.mp4,28,right,101.48,174.11,179.49,0.0151,1,benar
Copy of push up 4.mp4,29,right,99.49,174.16,179.3,0.016,1,benar
Copy of push up 4.mp4,30,right,104.38,173.94,177.23,0.0195,1,benar
Copy of push up 4.mp4,31,right,113.8,178.84,172.7,0.0123,1,benar
Copy of push up 4.mp4,32,right,121.69,179.39,172.13,0.0114,1,benar
Copy of push up 4.mp4,33,right,129.47,179.58,173.06,0.0094,1,benar
Copy of push up 4.mp4,34,right,138.46,178.96,173.22,0.006,1,benar
Copy of push up 4.mp4,35,right,144.97,179.07,175.73,0.0078,1,benar
Copy of push up 4.mp4,36,right,148.95,179.64,175.64,0.0055,1,benar
Copy of push up 4.mp4,37,right,152.5,178.31,177.12,0.0082,1,benar
Copy of push up 4.mp4,38,right,156.5,179.04,176.63,0.0019,1,benar
Copy of push up 4.mp4,39,right,161.13,179.18,176.69,0.0023,1,benar
Copy of push up 4.mp4,40,right,163.33,177.82,176.43,-0.0013,1,benar
Copy of push up 4.mp4,41,right,164.4,177.73,177.46,-0.0029,1,benar
Copy of push up 4.mp4,42,right,168.07,177.42,177.07,-0.0033,1,benar
Copy of push up 4.mp4,43,right,170.3,177.32,177.62,-0.0044,1,benar
Copy of push up 4.mp4,44,right,171.32,177.65,178.56,-0.0048,1,benar
Copy of push up 4.mp4,45,right,172.26,178.2,179.11,-0.004,1,benar
Copy of push up 4.mp4,46,right,172.96,176.72,178.76,-0.0079,1,benar
Copy of push up 4.mp4,47,right,173.59,176.0,178.91,-0.0102,1,benar
Copy of push up 4.mp4,48,right,174.06,176.41,179.11,-0.0094,1,benar
Copy of push up 4.mp4,49,right,174.26,175.6,178.36,-0.0107,1,benar
Copy of push up 4.mp4,50,right,174.37,174.37,177.38,-0.0128,1,benar
Copy of push up 4.mp4,51,right,174.0,173.86,176.7,-0.0134,1,benar
Copy of push up 4.mp4,52,right,174.15,173.74,176.33,-0.0132,1,benar
Copy of push up 4.mp4,53,right,174.1,173.55,176.31,-0.0137,1,benar
Copy of push up 4.mp4,54,right,174.11,173.5,176.08,-0.0135,1,benar
Copy of push up 4.mp4,55,right,174.08,173.97,176.37,-0.0126,1,benar
Copy of push up 4.mp4,56,right,174.08,173.86,176.35,-0.0128,1,benar
Copy of push up 4.mp4,57,right,174.08,173.78,176.29,-0.013,1,benar
Copy of push up 79.mp4,1,right,174.5,163.85,156.63,-0.0257,1,benar
Copy of push up 79.mp4,2,right,174.46,164.76,158.32,-0.025,1,benar
Copy of push up 79.mp4,3,right,174.45,166.28,159.83,-0.0219,1,benar
Copy of push up 79.mp4,4,right,174.54,167.84,160.25,-0.0158,1,benar
Copy of push up 79.mp4,5,right,174.68,171.07,162.27,-0.0056,1,benar
Copy of push up 79.mp4,6,right,175.5,171.83,162.83,-0.0033,1,benar
Copy of push up 79.mp4,7,right,176.38,172.31,163.23,-0.0015,1,benar
Copy of push up 79.mp4,8,right,177.54,173.84,163.57,0.0044,1,benar
Copy of push up 79.mp4,9,right,177.51,174.12,159.25,0.0137,1,benar
Copy of push up 79.mp4,10,right,178.79,174.87,160.32,0.0143,1,benar
Copy of push up 79.mp4,11,right,179.53,173.12,160.11,0.0093,1,benar
Copy of push up 79.mp4,12,right,176.1,171.87,164.86,-0.0039,1,benar
Copy of push up 79.mp4,13,right,169.72,174.79,167.25,0.0031,1,benar
Copy of push up 79.mp4,14,right,165.85,176.29,167.69,0.0077,1,benar
Copy of push up 79.mp4,15,right,147.15,178.36,170.85,0.0102,1,benar
Copy of push up 79.mp4,16,right,133.84,179.07,173.77,0.0141,1,benar
Copy of push up 79.mp4,17,right,131.02,177.71,172.5,0.0203,1,benar
Copy of push up 79.mp4,18,right,120.86,174.54,171.23,0.033,1,benar
Copy of push up 79.mp4,19,right,125.43,173.09,170.89,0.0387,1,benar
Copy of push up 79.mp4,20,right,112.08,168.57,173.26,0.0511,1,benar
Copy of push up 79.mp4,21,right,99.7,168.19,174.62,0.0512,1,benar
Copy of push up 79.mp4,22,right,90.78,170.42,173.33,0.0465,1,benar
Copy of push up 79.mp4,23,right,105.21,173.05,172.46,0.0392,1,benar
Copy of push up 79.mp4,24,right,114.85,175.99,167.54,0.0371,1,benar
Copy of push up 79.mp4,25,right,113.23,177.11,165.35,0.015,1,benar
Copy of push up 79.mp4,26,right,120.57,178.96,171.8,0.0106,1,benar
Copy of push up 79.mp4,27,right,146.65,175.97,172.79,-0.0023,1,benar
Copy of push up 79.mp4,28,right,152.16,174.2,173.37,-0.0098,1,benar
Copy of push up 79.mp4,29,right,163.89,170.31,171.3,-0.0206,1,benar
Copy of push up 79.mp4,30,right,156.89,172.72,170.01,-0.0096,1,benar
Copy of push up 79.mp4,31,right,174.74,174.14,168.0,-0.0008,1,benar
Copy of push up 79.mp4,32,right,178.85,175.02,163.85,0.0103,1,benar
Copy of push up 79.mp4,33,right,179.55,174.9,157.45,0.0228,1,benar
Copy of push up 79.mp4,34,right,177.85,173.9,153.92,0.0254,1,benar
Copy of push up 79.mp4,35,right,177.95,176.0,153.65,0.0347,1,benar
Copy of push up 79.mp4,36,right,176.64,174.14,154.52,0.0238,1,benar
Copy of push up 79.mp4,37,right,176.36,172.29,151.62,0.0208,1,benar
Copy of push up 79.mp4,38,right,175.88,171.4,150.05,0.0186,1,benar
Copy of push up 79.mp4,39,right,175.32,173.14,153.19,0.0209,1,benar
Copy of push up 79.mp4,40,right,175.41,175.18,154.88,0.0257,1,benar
Copy of push up 79.mp4,41,right,175.25,175.84,154.7,0.029,1,benar
Copy of push up 79.mp4,42,right,175.14,175.81,154.49,0.029,1,benar
Copy of push up 79.mp4,43,right,175.07,176.1,155.09,0.029,1,benar
Copy of push up 79.mp4,44,right,174.93,175.63,154.69,0.0277,1,benar
Copy of push up 79.mp4,45,right,174.97,176.05,154.66,0.0303,1,benar
Copy of push up 100.mp4,1,right,176.85,161.87,175.61,-0.0365,1,benar
Copy of push up 100.mp4,2,right,176.18,162.38,174.75,-0.0343,1,benar
Copy of push up 100.mp4,3,right,176.07,162.24,174.6,-0.0344,1,benar
Copy of push up 100.mp4,4,right,175.85,162.09,173.89,-0.0339,1,benar
Copy of push up 100.mp4,5,right,175.74,162.08,173.64,-0.0337,1,benar
Copy of push up 100.mp4,6,right,175.62,162.16,173.55,-0.0334,1,benar
Copy of push up 100.mp4,7,right,175.4,162.22,173.64,-0.0334,1,benar
Copy of push up 100.mp4,8,right,175.26,162.56,173.81,-0.0329,1,benar
Copy of push up 100.mp4,9,right,175.05,162.55,173.91,-0.033,1,benar
Copy of push up 100.mp4,10,right,174.86,162.43,173.71,-0.0331,1,benar
Copy of push up 100.mp4,11,right,174.67,162.51,173.73,-0.0329,1,benar
Copy of push up 100.mp4,12,right,174.67,162.53,173.85,-0.033,1,benar
Copy of push up 100.mp4,13,right,174.68,162.55,173.97,-0.0331,1,benar
Copy of push up 100.mp4,14,right,174.58,162.56,173.84,-0.0329,1,benar
Copy of push up 100.mp4,15,right,174.59,162.69,173.85,-0.0326,1,benar
Copy of push up 100.mp4,16,right,174.63,162.72,174.1,-0.0329,1,benar
Copy of push up 100.mp4,17,right,174.7,162.57,174.0,-0.0332,1,benar
Copy of push up 100.mp4,18,right,174.76,161.17,171.99,-0.0343,1,benar
Copy of push up 100.mp4,19,right,174.87,158.93,168.19,-0.0355,1,benar
Copy of push up 100.mp4,20,right,174.97,155.92,162.99,-0.0372,1,benar
Copy of push up 100.mp4,21,right,176.35,159.83,167.04,-0.0328,1,benar
Copy of push up 100.mp4,22,right,176.09,161.55,169.91,-0.0321,1,benar
Copy of push up 100.mp4,23,right,176.3,162.31,171.08,-0.0316,1,benar
Copy of push up 100.mp4,24,right,176.17,164.19,172.81,-0.0291,1,benar
Copy of push up 100.mp4,25,right,176.03,165.58,174.08,-0.0273,1,benar
Copy of push up 100.mp4,26,right,175.94,166.69,174.62,-0.0252,1,benar
Copy of push up 100.mp4,27,right,175.95,168.21,175.21,-0.0223,1,benar
Copy of push up 100.mp4,28,right,175.88,169.36,175.26,-0.0197,1,benar
Copy of push up 100.mp4,29,right,175.76,170.07,175.2,-0.018,1,benar
Copy of push up 100.mp4,30,right,175.82,171.29,175.11,-0.0151,1,benar
Copy of push up 100.mp4,31,right,175.61,171.72,174.84,-0.0138,1,benar
Copy of push up 100.mp4,32,right,175.54,173.52,175.09,-0.0098,1,benar
Copy of push up 100.mp4,33,right,175.32,175.18,175.77,-0.0066,1,benar
Copy of push up 100.mp4,34,right,175.18,176.32,176.08,-0.0042,1,benar
Copy of push up 100.mp4,35,right,175.02,177.18,176.36,-0.0025,1,benar
Copy of push up 100.mp4,36,right,174.78,177.47,176.21,-0.0016,1,benar
Copy of push up 100.mp4,37,right,174.46,177.76,175.92,-0.0005,1,benar
Copy of push up 100.mp4,38,right,174.25,177.98,175.78,0.0002,1,benar
Copy of push up 100.mp4,39,right,174.03,177.78,175.32,0.0003,1,benar
Copy of push up 100.mp4,40,right,173.91,177.5,174.77,0.0003,1,benar
Copy of push up 100.mp4,41,right,173.76,177.39,174.42,0.0005,1,benar
Copy of push up 100.mp4,42,right,173.7,177.2,173.96,0.0005,1,benar
Copy of push up 100.mp4,43,right,173.64,177.11,173.83,0.0005,1,benar
Copy of push up 100.mp4,44,right,173.57,177.19,173.82,0.0007,1,benar
Copy of push up 100.mp4,45,right,173.52,177.17,173.73,0.0007,1,benar
Copy of push up 100.mp4,46,right,173.43,177.19,173.62,0.0009,1,benar
Copy of push up 100.mp4,47,right,173.54,177.09,173.33,0.001,1,benar
Copy of push up 100.mp4,48,right,173.72,177.08,173.13,0.0013,1,benar
Copy of push up 100.mp4,49,right,173.92,176.81,172.83,0.0009,1,benar
Copy of push up 100.mp4,50,right,174.04,176.81,173.11,0.0006,1,benar
Copy of push up 100.mp4,51,right,174.02,176.85,173.19,0.0006,1,benar
Copy of push up 100.mp4,52,right,174.04,176.79,173.24,0.0004,1,benar
Copy of push up 100.mp4,53,right,174.08,176.79,173.25,0.0003,1,benar
Copy of push up 100.mp4,54,right,174.09,176.82,173.35,0.0003,1,benar
Copy of push up 100.mp4,55,right,173.99,176.84,173.37,0.0003,1,benar
Copy of push up 100.mp4,56,right,172.97,176.89,173.42,0.0003,1,benar
Copy of push up 100.mp4,57,right,170.83,177.08,173.56,0.0006,1,benar
Copy of push up 100.mp4,58,right,167.46,177.4,173.26,0.0018,1,benar
Copy of push up 100.mp4,59,right,164.41,178.5,173.85,0.0038,1,benar
Copy of push up 100.mp4,60,right,162.05,179.54,174.57,0.0061,1,benar
Copy of push up 100.mp4,61,right,159.34,179.48,174.67,0.0055,1,benar
Copy of push up 100.mp4,62,right,153.99,179.55,175.71,0.0049,1,benar
Copy of push up 100.mp4,63,right,148.63,178.86,175.38,0.0027,1,benar
Copy of push up 100.mp4,64,right,143.13,177.83,174.49,0.0012,1,benar
Copy of push up 100.mp4,65,right,139.55,177.6,173.97,0.0012,1,benar
Copy of push up 100.mp4,66,right,134.23,177.63,173.82,0.0014,1,benar
Copy of push up 100.mp4,67,right,127.23,176.01,171.93,-0.0002,1,benar
Copy of push up 100.mp4,68,right,120.72,173.03,167.64,-0.0023,1,benar
Copy of push up 100.mp4,69,right,113.51,172.73,166.14,-0.0013,1,benar
Copy of push up 100.mp4,70,right,106.15,174.01,166.23,0.0013,1,benar
Copy of push up 100.mp4,71,right,100.53,177.6,169.06,0.006,1,benar
Copy of push up 100.mp4,72,right,96.72,179.52,170.33,0.0098,1,benar
Copy of push up 100.mp4,73,right,89.65,178.5,168.62,0.0084,1,benar
Copy of push up 100.mp4,74,right,84.86,177.42,170.61,0.0147,1,benar
Copy of push up 100.mp4,75,right,82.29,175.08,171.9,0.0185,1,benar
Copy of push up 100.mp4,76,right,80.15,174.85,169.97,0.0209,1,benar
Copy of push up 100.mp4,77,right,76.57,174.67,169.45,0.0217,1,benar
Copy of push up 100.mp4,78,right,70.59,174.11,170.05,0.0222,1,benar
Copy of push up 100.mp4,79,right,71.98,174.33,169.6,0.0222,1,benar
Copy of push up 100.mp4,80,right,68.54,176.07,168.35,0.0199,1,benar
Copy of push up 100.mp4,81,right,69.72,175.63,168.86,0.0203,1,benar
Copy of push up 100.mp4,82,right,68.88,176.37,167.88,0.0198,1,benar
Copy of push up 100.mp4,83,right,67.82,176.77,167.38,0.0195,1,benar
Copy of push up 100.mp4,84,right,71.51,177.37,167.42,0.0182,1,benar
Copy of push up 100.mp4,85,right,78.35,178.94,168.98,0.0131,1,benar
Copy of push up 100.mp4,86,right,84.88,176.36,167.37,0.0053,1,benar
Copy of push up 100.mp4,87,right,95.58,176.45,170.47,0.0023,1,benar
Copy of push up 100.mp4,88,right,106.69,178.12,171.29,0.005,1,benar
Copy of push up 100.mp4,89,right,114.57,179.07,171.93,0.0064,1,benar
Copy of push up 100.mp4,90,right,121.34,179.25,171.89,0.0069,1,benar
Copy of push up 100.mp4,91,right,127.35,177.89,172.4,0.0121,1,benar
Copy of push up 100.mp4,92,right,133.81,176.23,172.75,0.0156,1,benar
Copy of push up 100.mp4,93,right,139.0,174.24,173.34,0.0196,1,benar
Copy of push up 100.mp4,94,right,142.26,174.47,173.48,0.0192,1,benar
Copy of push up 100.mp4,95,right,144.99,176.01,172.57,0.0168,1,benar
Copy of push up 100.mp4,96,right,148.57,176.21,171.76,0.0175,1,benar
Copy of push up 100.mp4,97,right,150.29,176.28,172.56,0.0167,1,benar
Copy of push up 100.mp4,98,right,152.93,177.55,173.93,0.0122,1,benar
Copy of push up 100.mp4,99,right,156.36,177.11,175.48,0.0117,1,benar
Copy of push up 100.mp4,100,right,158.0,177.52,175.45,0.0109,1,benar
Copy of push up 100.mp4,101,right,162.49,177.01,176.05,0.0116,1,benar
Copy of push up 100.mp4,102,right,163.32,178.79,175.11,0.0084,1,benar
Copy of push up 100.mp4,103,right,164.96,179.18,173.85,0.0055,1,benar
Copy of push up 100.mp4,104,right,168.26,179.44,175.5,0.0061,1,benar
Copy of push up 100.mp4,105,right,170.62,178.88,175.6,0.0026,1,benar
Copy of push up 100.mp4,106,right,172.88,178.8,176.56,0.0013,1,benar
Copy of push up 100.mp4,107,right,173.66,177.59,176.52,-0.0017,1,benar
